,content,polygon,spans
45,. Suppliers Invoice,"[6.4081, 1.6325, 7.4727, 1.6325, 7.4727, 1.7643, 6.4081, 1.7694]","[{'offset': 72385, 'length': 19}]"
46,· Affidavit - (only applicable to instances where owners are relocating and vehicle/s,"[6.4030000000000005, 1.7998, 11.0418, 1.7998, 11.0418, 1.9468, 6.4030000000000005, 1.9468]","[{'offset': 72405, 'length': 85}]"
47,"form part of ""personal/household effects"")","[6.5906, 1.957, 8.8263, 1.957, 8.8263, 2.0939, 6.5906, 2.0939]","[{'offset': 72491, 'length': 42}]"
48,Where such documentation cannot be provided the following average length will be ap-,"[6.4081, 2.2003, 11.0367, 2.2054, 11.0367, 2.3524, 6.4081, 2.3474]","[{'offset': 72534, 'length': 84}]"
49,plied for tariffing purposes:,"[6.4030000000000005, 2.3626, 7.8073, 2.3676, 7.8073, 2.5096, 6.4030000000000005, 2.5045]","[{'offset': 72619, 'length': 29}]"
50,· Passenger vehicle ...,"[6.4030000000000005, 2.6921, 7.569, 2.6870000000000003, 7.569, 2.8138, 6.4030000000000005, 2.8239]","[{'offset': 72649, 'length': 23}]"
51,5.00 metres,"[10.3827, 2.6921, 11.0063, 2.6921, 11.0063, 2.8138, 10.3827, 2.8138]","[{'offset': 72673, 'length': 11}]"
52,· Light commercial vehicles/tractors.,"[6.4081, 2.8645, 8.3903, 2.8594, 8.3903, 2.9862, 6.4081, 2.9963]","[{'offset': 72685, 'length': 37}]"
53,8.00 metres,"[10.4081, 2.8645, 11.0164, 2.8645, 11.0164, 2.9811, 10.4081, 2.9811]","[{'offset': 72723, 'length': 11}]"
54,"· Heavy commercial vehicles (trucks, tractors, etc.).","[6.4081, 3.0267, 9.1153, 3.0318, 9.1153, 3.1636, 6.4081, 3.1585]","[{'offset': 72735, 'length': 53}]"
55,10.00 metres,"[10.332, 3.0318, 11.0215, 3.0318, 11.0215, 3.1535, 10.327, 3.1484]","[{'offset': 72789, 'length': 12}]"
56,"· Cranes/excavators/bulldozers, etc.","[6.4081, 3.1991, 8.365, 3.2042, 8.365, 3.336, 6.4081, 3.3309]","[{'offset': 72802, 'length': 36}]"
57,12.00 metres,"[10.3472, 3.2042, 11.0316, 3.2042, 11.0266, 3.3258, 10.3472, 3.3208]","[{'offset': 72839, 'length': 12}]"
58,. Trailers ..,"[6.3979, 3.3765, 7.0266, 3.3765, 7.0266, 3.4931, 6.3979, 3.4982]","[{'offset': 72852, 'length': 13}]"
59,14.00 metres,"[10.3371, 3.3765, 11.0114, 3.3765, 11.0114, 3.4982, 10.3371, 3.4931]","[{'offset': 72866, 'length': 12}]"
60,8.1.1.1 Order-to-Cash,"[6.3929, 3.7365, 7.9493, 3.7314, 7.9493, 3.9038, 6.3929, 3.9089]","[{'offset': 72879, 'length': 21}]"
61,Registered customers must submit electronic cargo dues and/ manifest or Electronic Data,"[6.4334, 4.1167, 11.0671, 4.1117, 11.0671, 4.2486, 6.4334, 4.2536]","[{'offset': 72901, 'length': 87}]"
62,"Interchange (EDI) data (cargo dues, outturns, manifest) via Order-to- Cash (EDI or Hybris).","[6.4334, 4.2688, 10.9809, 4.2688, 10.9809, 4.4006, 6.4334, 4.4057]","[{'offset': 72989, 'length': 91}]"
63,For additional information visit our website www.transnetnationalportsauthority.net_or,"[6.4334, 4.5122, 11.0722, 4.5173, 11.0722, 4.644, 6.4334, 4.6389]","[{'offset': 73081, 'length': 86}]"
64,contact our call centre on 086 010 9333.,"[6.4334, 4.6693999999999996, 8.4917, 4.6643, 8.4917, 4.786, 6.4385, 4.7961]","[{'offset': 73168, 'length': 40}]"
65,8.1.2 TIMING OF DOCUMENTATION,"[6.4689, 4.933, 8.9683, 4.933, 8.9683, 5.0749, 6.4689, 5.0749]","[{'offset': 73209, 'length': 29}]"
66,IMPORT DOCUMENTATION,"[6.474, 5.1865, 8.3751, 5.1865, 8.3751, 5.3386, 6.474, 5.3386]","[{'offset': 73239, 'length': 20}]"
67,1. Cargo Dues Orders must be submitted within five (5) days after vessel departure for bulk,"[6.4385, 5.6326, 11.0621, 5.6276, 11.0621, 5.7746, 6.4385, 5.7746]","[{'offset': 73260, 'length': 91}]"
68,(dry and liquid) cargo and within three (3) days after vessel departure for all other cargo,"[6.4334, 5.7847, 11.0621, 5.7797, 11.0621, 5.9317, 6.4334, 5.9317]","[{'offset': 73352, 'length': 91}]"
69,types. The only exception to this rule being fresh fish imports where cargo dues orders,"[6.4334, 5.9419, 11.0671, 5.9368, 11.0671, 6.0838, 6.4334, 6.0889]","[{'offset': 73444, 'length': 87}]"
70,must be submitted within seven (7) days after vessel arrival.,"[6.4334, 6.094, 9.4905, 6.094, 9.4905, 6.2359, 6.4334, 6.2359]","[{'offset': 73532, 'length': 61}]"
71,2. Manifests must be submitted within one (1) day before vessel arrival.,"[6.4334, 6.3221, 10.0836, 6.3221, 10.0836, 6.4692, 6.4334, 6.4692]","[{'offset': 73594, 'length': 72}]"
72,2.1 Manifest in respect of empties must be submitted within three (3) days after vessel,"[6.4385, 6.4844, 11.0722, 6.4844, 11.0722, 6.6263000000000005, 6.4385, 6.6314]","[{'offset': 73667, 'length': 87}]"
73,departure.,"[6.4334, 6.6466, 6.986, 6.6466, 6.986, 6.7784, 6.4334, 6.7733]","[{'offset': 73755, 'length': 10}]"
74,3. Breakbulk and Bulk Cargo Dues Orders must be supported by the Bill of Lading or Deliv-,"[6.4334, 6.8747, 11.0722, 6.8747, 11.0722, 7.0167, 6.4334, 7.0167]","[{'offset': 73766, 'length': 89}]"
75,ery Order or survey reports for bulk vessels.,"[6.4334, 7.037, 8.6692, 7.0268, 8.6692, 7.1688, 6.4334, 7.1739]","[{'offset': 73856, 'length': 45}]"
76,4. The supporting documents are required for empty returns and a Customs approved Bill,"[6.4334, 7.2651, 11.0621, 7.2651, 11.0621, 7.402, 6.4334, 7.402]","[{'offset': 73902, 'length': 86}]"
77,of Entry for vessel stores / spares for vessels own consumption.,"[6.4334, 7.4223, 9.6679, 7.4223, 9.6679, 7.5592, 6.4334, 7.5541]","[{'offset': 73989, 'length': 64}]"
78,Tariff Book April 2024-March 2025,"[0.5932000000000001, 7.7975, 3.0925, 7.7924, 3.0925, 7.9496, 0.5932000000000001, 7.9597]","[{'offset': 74054, 'length': 33}]"
79,Tariff Book April 2024 - March 2025,"[6.4588, 7.7873, 8.9733, 7.7873, 8.9733, 7.9394, 6.4588, 7.9496]","[{'offset': 74088, 'length': 35}]"
80,50,"[10.8238, 7.7873, 11.0367, 7.7873, 11.0367, 7.9445, 10.8288, 7.9445]","[{'offset': 74124, 'length': 2}]"
0,Tariffs subject to VAT at 15%: Tariffs in South African Rand,"[0.8821, 0.5678000000000001, 3.8479, 0.5577, 3.8479, 0.6946, 0.8821, 0.6996]","[{'offset': 74127, 'length': 60}]"
1,EXPORT DOCUMENTATION,"[0.5881000000000001, 0.8315, 2.474, 0.8264, 2.474, 0.9734, 0.5881000000000001, 0.9785]","[{'offset': 74188, 'length': 20}]"
2,1. Cargo Dues Orders must be submitted within three (3) days after vessel departure for all,"[0.5577, 1.2776, 5.1812, 1.2725, 5.1812, 1.4196, 0.5577, 1.4196]","[{'offset': 74209, 'length': 91}]"
3,other cargo types.,"[0.5475, 1.4449, 1.4854, 1.4449, 1.4854, 1.5767, 0.5475, 1.5666]","[{'offset': 74301, 'length': 18}]"
4,2. Manifests must be submitted within seven (7) days after vessel departure.,"[0.5577, 1.6680000000000001, 4.4461, 1.6680000000000001, 4.441, 1.8099, 0.5577, 1.8099]","[{'offset': 74320, 'length': 76}]"
5,2.1 Manifests in respect of empties must be submitted within seven (7) days after vessel,"[0.5526, 1.8252000000000002, 5.1761, 1.8201, 5.1761, 1.962, 0.5526, 1.9671]","[{'offset': 74397, 'length': 88}]"
6,departure.,"[0.5475, 1.9823, 1.1052, 1.9823, 1.1001, 2.1141, 0.5475, 2.1091]","[{'offset': 74486, 'length': 10}]"
7,3. Breakbulk and Bulk Cargo Dues Orders must be supported by the mate's receipt or draft,"[0.5475, 2.2105, 5.1863, 2.2105, 5.1863, 2.3575, 0.5475, 2.3524]","[{'offset': 74497, 'length': 88}]"
8,survey.,"[0.5577, 2.3879, 0.9278000000000001, 2.3879, 0.9227000000000001, 2.5045, 0.5577, 2.4994]","[{'offset': 74586, 'length': 7}]"
9,4. The supporting documents are required for empty returns and a Customs approved Bill,"[0.5526, 2.6008, 5.1812, 2.6008, 5.1812, 2.7479, 0.5526, 2.7479]","[{'offset': 74594, 'length': 86}]"
10,of Entry for vessel stores / spares for vessels own consumption.,"[0.5526, 2.758, 3.7769, 2.758, 3.7769, 2.9, 0.5526, 2.9]","[{'offset': 74681, 'length': 64}]"
11,INBOUND TRANSSHIPMENT AND COASTWISE DOCUMENTATION,"[0.5222, 3.2244, 5.0494, 3.2244, 5.0494, 3.3765, 0.5222, 3.3765]","[{'offset': 74746, 'length': 49}]"
12,1. Cargo Dues Orders must be submitted within three (3) days after vessel departure.,"[0.5577, 3.6757, 4.9379, 3.6757, 4.9379, 3.8176, 0.5577, 3.8176]","[{'offset': 74796, 'length': 84}]"
13,2. Inbound transshipment manifests must be submitted within three (3) days after vessel,"[0.5577, 3.9139, 5.166, 3.9139, 5.166, 4.0559, 0.5577, 4.0508]","[{'offset': 74881, 'length': 87}]"
14,departure.,"[0.7351000000000001, 4.0762, 1.2826, 4.0762, 1.2826, 4.208, 0.7351000000000001, 4.208]","[{'offset': 74969, 'length': 10}]"
15,3. Coastal manifests must be submitted within three (3) days after vessel departure for,"[0.5577, 4.2181, 5.1812, 4.2181, 5.1812, 4.3601, 0.5577, 4.355]","[{'offset': 74980, 'length': 87}]"
16,inward moves. Manifests in respect of empties must be submitted within three (3),"[0.7351000000000001, 4.3753, 5.1812, 4.3753, 5.1812, 4.5122, 0.7351000000000001, 4.5071]","[{'offset': 75068, 'length': 80}]"
17,days after vessel departure.,"[0.7452000000000001, 4.5274, 2.1546, 4.5274, 2.1546, 4.6643, 0.7452000000000001, 4.6643]","[{'offset': 75149, 'length': 28}]"
18,4. Manifests in respect of empties must be submitted within three (3) days after vessel,"[0.5627, 4.6744, 5.1812, 4.6744, 5.1812, 4.8164, 0.5627, 4.8164]","[{'offset': 75178, 'length': 87}]"
19,departure,"[0.7402000000000001, 4.8367, 1.2776, 4.8367, 1.2725, 4.9634, 0.7402000000000001, 4.9634]","[{'offset': 75266, 'length': 9}]"
20,OUTBOUND TRANSSHIPMENT AND COASTWISE DOCUMENTATION,"[0.5272, 5.1662, 4.9987, 5.1662, 4.9987, 5.3132, 0.5272, 5.3132]","[{'offset': 75276, 'length': 50}]"
21,1. Cargo Dues Orders must be submitted within three (3) days after vessel departure.,"[0.5627, 5.5921, 4.9429, 5.5921, 4.9429, 5.734, 0.5627, 5.729]","[{'offset': 75327, 'length': 84}]"
22,2. Outbound transshipment manifests must be submitted within three (3) days after ves-,"[0.5526, 5.7442, 5.1761, 5.7442, 5.1761, 5.8861, 0.5526, 5.8861]","[{'offset': 75412, 'length': 86}]"
23,sel departure.,"[0.7402000000000001, 5.9064, 1.455, 5.9064, 1.455, 6.0331, 0.7402000000000001, 6.0331]","[{'offset': 75499, 'length': 14}]"
24,3. Coastal manifests must be submitted within three (3) days after vessel departure for,"[0.5526, 6.0484, 5.1812, 6.0484, 5.1812, 6.1903, 0.5526, 6.1852]","[{'offset': 75514, 'length': 87}]"
25,outward moves.,"[0.73, 6.2157, 1.5767, 6.2157, 1.5767, 6.3373, 0.73, 6.3373]","[{'offset': 75602, 'length': 14}]"
26,4. Manifests in respects of empties must be submitted within three (3) days after vessel,"[0.5627, 6.3576, 5.1761, 6.3576, 5.1761, 6.4996, 0.5627, 6.4996]","[{'offset': 75617, 'length': 88}]"
27,departure.,"[0.7402000000000001, 6.5199, 1.2978, 6.5249, 1.2978, 6.6466, 0.7402000000000001, 6.6466]","[{'offset': 75706, 'length': 10}]"
28,The above time frames excludes the first weekend and public holiday.,"[0.5475, 6.748, 4.1825, 6.748, 4.1825, 6.895, 0.5475, 6.89]","[{'offset': 75717, 'length': 68}]"
29,51,"[5.0139, 7.8076, 5.2066, 7.8025, 5.2116, 7.9394, 5.0139, 7.9343]","[{'offset': 75786, 'length': 2}]"
30,Tariffs subject to VAT at 15%: Tariffs in South African Rand,"[6.4993, 0.5222, 9.455, 0.5222, 9.455, 0.6489, 6.4993, 0.654]","[{'offset': 75789, 'length': 60}]"
31,8.2 RESPONSIBLE PARTY,"[6.3625, 0.9937, 8.147, 0.9886, 8.147, 1.1407, 6.3625, 1.1407]","[{'offset': 75850, 'length': 21}]"
32,Cargo dues is payable by the importer/exporter of cargo who may appoint a clearing and,"[6.3118, 1.5311, 11.0164, 1.5311, 11.0164, 1.6781000000000001, 6.3118, 1.6781000000000001]","[{'offset': 75872, 'length': 86}]"
33,forwarding agent to undertake transactions on their behalf. The account number appearing,"[6.3118, 1.6832, 11.0266, 1.6832, 11.0266, 1.8252000000000002, 6.3118, 1.8252000000000002]","[{'offset': 75959, 'length': 88}]"
34,on the cargo dues order will be debited accordingly.,"[6.3118, 1.8353000000000002, 8.9632, 1.8353000000000002, 8.9632, 1.9823, 6.3118, 1.9823]","[{'offset': 76048, 'length': 52}]"
35,"In instances where cargo dues orders have not been received, such charges will be billed to","[6.3118, 2.0685000000000002, 11.0164, 2.0685000000000002, 11.0164, 2.2105, 6.3118, 2.2105]","[{'offset': 76101, 'length': 91}]"
36,the container operator per TEU for container traffic and the vessel agent for bulk and break-,"[6.3067, 2.2307, 11.0114, 2.2257, 11.0114, 2.3626, 6.3067, 2.3676]","[{'offset': 76193, 'length': 93}]"
37,bulk traffic.,"[6.3168, 2.3828, 6.8948, 2.3828, 6.8948, 2.5045, 6.3168, 2.5045]","[{'offset': 76287, 'length': 13}]"
38,Cargo Dues and all related charges for uncleared containers will be billed to the container,"[6.3168, 2.6161, 11.0063, 2.6161, 11.0063, 2.7529, 6.3168, 2.758]","[{'offset': 76301, 'length': 91}]"
39,operator per TEU for containerised cargo.,"[6.3118, 2.7732, 8.4309, 2.7732, 8.4309, 2.9101, 6.3118, 2.9152]","[{'offset': 76393, 'length': 41}]"
40,Cargo Dues Orders submitted for individual LCL consignments will be invoiced at the full,"[6.3118, 3.0115, 11.0063, 3.0064, 11.0063, 3.1383, 6.3118, 3.1484]","[{'offset': 76435, 'length': 88}]"
41,"cargo dues tariff per TEU as published in the Tariff Book. In all cases, a Cargo Dues Order","[6.3118, 3.1585, 11.0164, 3.1585, 11.0164, 3.2903000000000002, 6.3118, 3.2954]","[{'offset': 76524, 'length': 91}]"
42,"must be presented, indicating all the container numbers on the order, or alternatively the","[6.3118, 3.3157, 11.0215, 3.3157, 11.0215, 3.4526, 6.3118, 3.4526]","[{'offset': 76616, 'length': 90}]"
43,"Cargo Dues Order can be presented, with an attached list containing the relevant container","[6.3118, 3.4678, 11.0164, 3.4678, 11.0164, 3.6047000000000002, 6.3118, 3.6047000000000002]","[{'offset': 76707, 'length': 90}]"
44,numbers.,"[6.3118, 3.625, 6.8137, 3.625, 6.8137, 3.7466, 6.3118, 3.7517]","[{'offset': 76798, 'length': 8}]"
45,8.3 LATE ORDER FEES,"[6.3422, 3.8227, 7.8884, 3.8227, 7.8884, 3.9646, 6.3422, 3.9697]","[{'offset': 76807, 'length': 19}]"
46,8.3.1 Late order fees for late submission of Cargo Dues Orders,"[6.3574, 4.2029, 9.5868, 4.2029, 9.5868, 4.3347, 6.3574, 4.3297]","[{'offset': 76827, 'length': 62}]"
47,Cargo Dues Orders will be considered late when submitted to the Authority after the stipu-,"[6.3523, 4.4209, 10.9759, 4.4209, 10.9759, 4.5578, 6.3523, 4.5578]","[{'offset': 76890, 'length': 90}]"
48,"lated timeframes. The Authority will charge interest on the normal cargo dues payable,","[6.3523, 4.568, 10.9759, 4.568, 10.9759, 4.7099, 6.3523, 4.7048]","[{'offset': 76981, 'length': 86}]"
49,calculated at the prevailing prime rate plus one percent of the value of the Cargo Dues,"[6.3523, 4.7251, 10.9759, 4.7251, 10.9759, 4.862, 6.3523, 4.862]","[{'offset': 77068, 'length': 87}]"
50,Order. The following example illustrates this calculation:,"[6.3523, 4.8772, 9.237, 4.8772, 9.237, 5.009, 6.3523, 5.0141]","[{'offset': 77156, 'length': 58}]"
51,Prime Rate: 9.0%,"[6.3472, 5.1763, 7.2294, 5.1814, 7.2294, 5.3082, 6.3472, 5.3082]","[{'offset': 77215, 'length': 16}]"
52,Prime Rate plus 1% = 10.0%,"[6.3523, 5.3284, 7.7769, 5.3284, 7.7769, 5.4653, 6.3523, 5.4653]","[{'offset': 77232, 'length': 26}]"
53,Value of Order R10 000,"[6.3472, 5.4907, 7.564, 5.4856, 7.564, 5.6174, 6.3472, 5.6225000000000005]","[{'offset': 77259, 'length': 22}]"
54,Number of days late: 14,"[6.3523, 5.6326, 7.5944, 5.6326, 7.5944, 5.7695, 6.3523, 5.7695]","[{'offset': 77282, 'length': 23}]"
55,Interest Calculation (10.0% x (14/365)) = R38.37,"[6.3523, 5.7847, 8.7908, 5.7847, 8.7908, 5.9267, 6.3523, 5.9317]","[{'offset': 77306, 'length': 48}]"
56,Total Cargo Dues Payable R10 038.37,"[6.3523, 5.947, 8.2687, 5.9419, 8.2687, 6.0838, 6.3523, 6.0889]","[{'offset': 77355, 'length': 35}]"
57,The first public holiday and first weekend will be excluded if it falls within the number of,"[6.3523, 6.1599, 10.9911, 6.1599, 10.9911, 6.3018, 6.3523, 6.3018]","[{'offset': 77391, 'length': 92}]"
58,days that the Order has been submitted late for purposes of interest calculation.,"[6.3523, 6.312, 10.4436, 6.312, 10.4436, 6.4539, 6.3523, 6.4539]","[{'offset': 77484, 'length': 81}]"
59,8.3.2 Non-submission of Cargo Dues Orders,"[6.3523, 6.6973, 8.6286, 6.6973, 8.6286, 6.8291, 6.3523, 6.8291]","[{'offset': 77566, 'length': 41}]"
60,The Authority will apply an incremental late order fee based on the cargo dues payable,"[6.3523, 6.9254, 10.9809, 6.9305, 10.9809, 7.0725, 6.3523, 7.0674]","[{'offset': 77608, 'length': 86}]"
61,and dependent on how late documentation is submitted or when a non-submission is dis-,"[6.3523, 7.0826, 10.9759, 7.0826, 10.9759, 7.2195, 6.3523, 7.2246]","[{'offset': 77695, 'length': 85}]"
62,covered by the Authority's internal verification process. Refer below for late order applica-,"[6.3523, 7.2347, 10.9809, 7.2398, 10.9809, 7.3767, 6.3523, 7.3767]","[{'offset': 77781, 'length': 93}]"
63,tion:,"[6.3574, 7.4071, 6.6007, 7.402, 6.6058, 7.5085, 6.3574, 7.5034]","[{'offset': 77875, 'length': 5}]"
64,Tariff Book April 2024-March 2025,"[0.5932000000000001, 7.7975, 3.0925, 7.7924, 3.0925, 7.9496, 0.5932000000000001, 7.9597]","[{'offset': 77881, 'length': 33}]"
65,Tariff Book April 2024 - March 2025,"[6.4537, 7.7873, 8.9683, 7.7823, 8.9683, 7.9394, 6.4537, 7.9445]","[{'offset': 77915, 'length': 35}]"
66,52,"[10.8238, 7.7924, 11.0215, 7.7924, 11.0266, 7.9293, 10.8288, 7.9242]","[{'offset': 77951, 'length': 2}]"
0,Tariffs subject to VAT at 15%: Tariffs in South African Rand,"[0.8771, 0.5628000000000001, 3.8378, 0.5628000000000001, 3.8378, 0.6946, 0.8771, 0.6946]","[{'offset': 77954, 'length': 60}]"
1,Number of days late,"[0.6286, 0.8315, 1.6933, 0.8315, 1.6933, 0.9633, 0.6286, 0.9633]","[{'offset': 78015, 'length': 19}]"
2,Penalty application,"[3.5488, 0.8264, 4.5526, 0.8315, 4.5526, 0.9734, 3.5488, 0.9683]","[{'offset': 78035, 'length': 19}]"
3,31-60 days,"[0.6185, 1.0697, 1.1914, 1.0748, 1.1914, 1.1965, 0.6185, 1.1914]","[{'offset': 78055, 'length': 10}]"
4,(10% Value of Cargo dues order ),"[3.4829, 1.0545, 5.1812, 1.0545, 5.1812, 1.2066, 3.4829, 1.2066]","[{'offset': 78066, 'length': 32}]"
5,61-90 days,"[0.6236, 1.2168, 1.1914, 1.2218, 1.1914, 1.3486, 0.6236, 1.3435000000000001]","[{'offset': 78099, 'length': 10}]"
6,(30% Value of Cargo dues order ),"[3.4879, 1.2117, 5.1761, 1.2117, 5.1761, 1.3587, 3.4879, 1.3587]","[{'offset': 78110, 'length': 32}]"
7,91-120 days,"[0.6236, 1.3739, 1.2522, 1.3739, 1.2522, 1.5058, 0.6236, 1.5007000000000001]","[{'offset': 78143, 'length': 11}]"
8,(50% Value of Cargo dues order ),"[3.493, 1.3587, 5.1812, 1.3587, 5.1812, 1.5058, 3.493, 1.5058]","[{'offset': 78155, 'length': 32}]"
9,>120 days,"[0.6185, 1.526, 1.1508, 1.526, 1.1508, 1.6578, 0.6185, 1.6528]","[{'offset': 78188, 'length': 9}]"
10,(100% Value of Cargo dues order ),"[3.4322, 1.5159, 5.1812, 1.5159, 5.1812, 1.6578, 3.4322, 1.6578]","[{'offset': 78198, 'length': 33}]"
11,"Where an amendment of a cargo dues order is submitted, late order fee charges, if appli-","[0.5678000000000001, 1.9163999999999999, 5.1914, 1.9163999999999999, 5.1914, 2.0584, 0.5678000000000001, 2.0584]","[{'offset': 78232, 'length': 88}]"
12,"cable, will be levied from the date of the new order on the under declared quantum, in","[0.5729000000000001, 2.0685000000000002, 5.1964, 2.0736, 5.1964, 2.2105, 0.5729000000000001, 2.2105]","[{'offset': 78321, 'length': 86}]"
13,addition to the amendment fee of R336.53 per order,"[0.5729000000000001, 2.2206, 3.2801, 2.2206, 3.2801, 2.3626, 0.5729000000000001, 2.3575]","[{'offset': 78408, 'length': 50}]"
14,8.3.3 Late and incomplete or non-submission of Manifests/Outturn reports,"[0.5779000000000001, 2.4589, 4.4715, 2.4589, 4.4715, 2.6008, 0.5779000000000001, 2.5958]","[{'offset': 78459, 'length': 72}]"
15,The late order fee for late and incomplete or non-submission of manifests/outturns will be,"[0.5729000000000001, 2.6921, 5.2116, 2.6972, 5.2116, 2.8341000000000003, 0.5729000000000001, 2.8341000000000003]","[{'offset': 78532, 'length': 90}]"
16,R1 682.72 per manifest/outturn.,"[0.5729000000000001, 2.8493, 2.2357, 2.8493, 2.2357, 2.9912, 0.5729000000000001, 2.9862]","[{'offset': 78623, 'length': 31}]"
17,8.3.4 The responsible parties for the late order fee is stipulated in Section 8.1 Cargo Dues,"[0.5729000000000001, 3.0876, 5.2015, 3.0876, 5.2015, 3.2295, 0.5729000000000001, 3.2244]","[{'offset': 78655, 'length': 92}]"
18,Orders (Page 48) and Responsible Party (Page 52).,"[0.5678000000000001, 3.2396, 3.1787, 3.2396, 3.1787, 3.3917, 0.5678000000000001, 3.3867000000000003]","[{'offset': 78748, 'length': 49}]"
